hour,baseFee_gwei
2026-05-30 13:00:00,0.192989658
2026-05-30 14:00:00,0.177246325
2026-05-30 15:00:00,0.262297965
2026-05-30 16:00:00,0.248647541
2026-05-30 17:00:00,0.164152271
2026-05-30 18:00:00,0.186834826
2026-05-30 19:00:00,0.249070295
2026-05-30 20:00:00,0.235180839
2026-05-30 21:00:00,0.274770254
2026-05-30 22:00:00,0.17534831
2026-05-30 23:00:00,0.169593513
2026-05-31 00:00:00,0.163188122
2026-05-31 01:00:00,0.143410228
2026-05-31 02:00:00,0.167779856
2026-05-31 03:00:00,0.174962622
2026-05-31 04:00:00,0.142084937
2026-05-31 05:00:00,0.150830258
2026-05-31 06:00:00,0.10575774
2026-05-31 07:00:00,0.136535699
2026-05-31 08:00:00,0.162121963
2026-05-31 09:00:00,0.14676996
2026-05-31 10:00:00,0.145878737
2026-05-31 11:00:00,0.118325076
2026-05-31 12:00:00,0.128337266
2026-05-31 13:00:00,0.162717
2026-05-31 14:00:00,0.137246874
2026-05-31 15:00:00,0.124133223
2026-05-31 16:00:00,0.174211712
2026-05-31 17:00:00,0.121763642
2026-05-31 18:00:00,0.138507827
2026-05-31 19:00:00,0.263221068
2026-05-31 20:00:00,0.375841837
2026-05-31 21:00:00,0.205281267
2026-05-31 22:00:00,0.301349922
2026-05-31 23:00:00,0.209018682
2026-06-01 00:00:00,0.130754095
2026-06-01 01:00:00,0.114283668
2026-06-01 02:00:00,0.131256297
2026-06-01 03:00:00,0.125001683
2026-06-01 04:00:00,0.32355758
2026-06-01 05:00:00,0.159297281
2026-06-01 06:00:00,0.152150813
2026-06-01 07:00:00,0.117525484
2026-06-01 08:00:00,0.135219376
2026-06-01 09:00:00,0.105127437
2026-06-01 10:00:00,0.117860092
2026-06-01 11:00:00,0.15531849
2026-06-01 12:00:00,0.137352344
2026-06-01 13:00:00,0.136468322
2026-06-01 14:00:00,0.147998303
2026-06-01 15:00:00,0.172457256
2026-06-01 16:00:00,0.525891818
2026-06-01 17:00:00,0.197674643
2026-06-01 18:00:00,0.462547453
2026-06-01 19:00:00,0.403780805
2026-06-01 20:00:00,1.10737274
2026-06-01 21:00:00,0.4492706
